timestamp,temperature,humidity,light
2021-08-29 23:42:05.565491,25.40,65.00,64
2021-08-29 23:42:45.974639,25.40,65.00,65
2021-08-29 23:42:50.566221,25.40,65.00,67
2021-08-29 23:42:55.563599,25.40,65.00,67
2021-08-29 23:43:00.564996,25.40,65.00,67
2021-08-29 23:43:05.567536,25.40,65.00,67
2021-08-29 23:43:10.564874,25.40,65.00,67
2021-08-29 23:43:15.566316,25.40,65.00,66
2021-08-29 23:43:20.563673,25.40,65.00,63
2021-08-29 23:43:25.564808,25.40,65.00,63
2021-08-29 23:43:30.566308,25.40,65.00,62
2021-08-29 23:43:35.563597,25.40,65.00,62
2021-08-29 23:43:40.564798,25.40,65.00,63
2021-08-29 23:43:45.566432,25.40,65.00,62
2021-08-29 23:43:50.563734,25.40,65.00,63
2021-08-29 23:43:55.565015,25.40,65.00,62
2021-08-29 23:44:00.566428,25.40,65.00,62
2021-08-29 23:44:05.563737,25.40,65.00,62
2021-08-29 23:44:10.589965,25.40,65.00,197
2021-08-29 23:45:34.315953,0.0,0.0,0
2021-08-29 23:45:36.443104,25.40,66.00,14
2021-08-29 23:45:41.444200,25.40,65.40,14
2021-08-29 23:45:46.441741,25.40,65.00,14
2021-08-29 23:45:51.443104,25.40,65.00,14
2021-08-29 23:45:56.444429,25.40,65.00,14
2021-08-29 23:46:01.445487,25.38,65.00,14
2021-08-29 23:46:06.443090,25.30,64.50,14
2021-08-29 23:46:11.444464,25.30,64.00,14
2021-08-29 23:46:16.445677,25.30,64.00,14
2021-08-29 23:46:21.443111,25.30,64.00,14
2021-08-29 23:46:26.444432,25.30,64.00,14
2021-08-29 23:46:31.441756,25.30,64.00,14
2021-08-29 23:46:36.444093,25.25,64.00,14
2021-08-29 23:46:41.445569,25.20,64.00,14
2021-08-29 23:46:46.442941,25.20,64.30,14
2021-08-29 23:46:51.444098,25.20,65.60,14
2021-08-29 23:46:56.445444,25.19,66.00,14
2021-08-29 23:47:01.442774,25.10,66.00,14
2021-08-29 23:47:06.444004,25.10,66.00,14
2021-08-29 23:47:11.445456,25.08,65.10,14
2021-08-29 23:47:16.442785,25.00,65.00,14
2021-08-29 23:47:21.443989,25.00,65.00,14
2021-08-29 23:47:26.446589,25.00,65.00,14
2021-08-29 23:47:31.443767,25.00,65.00,14
2021-08-29 23:47:36.444992,25.00,65.00,14
2021-08-29 23:47:41.446222,25.00,65.00,14
2021-08-29 23:47:46.443559,24.95,65.00,14
2021-08-29 23:47:51.444749,24.90,65.00,14
2021-08-29 23:47:56.446225,24.90,65.00,14
2021-08-29 23:48:01.443572,24.90,65.00,14
2021-08-29 23:48:06.445002,24.90,64.90,14
2021-08-29 23:48:11.447487,24.90,64.00,14
2021-08-29 23:48:16.444789,24.80,64.00,14
2021-08-29 23:48:21.446013,24.80,65.60,14
2021-08-29 23:48:26.443434,24.80,80.00,14
2021-08-29 23:48:31.444525,24.80,88.40,14
2021-08-29 23:48:36.445995,24.71,89.90,14
2021-08-29 23:48:41.443448,24.70,88.00,14
2021-08-29 23:48:46.444805,24.70,86.40,14
2021-08-29 23:48:51.446412,24.70,82.70,14
2021-08-29 23:48:56.447630,24.70,79.60,14
2021-08-29 23:49:01.445052,24.70,77.30,14
2021-08-29 23:49:06.446543,24.61,76.10,14
2021-08-29 23:49:11.443825,24.60,74.50,14
2021-08-29 23:49:16.445051,24.60,73.30,14
2021-08-29 23:49:21.446531,24.60,72.70,14
2021-08-29 23:49:26.449025,24.50,72.00,14
2021-08-29 23:49:31.446462,24.50,72.00,14
2021-08-29 23:49:36.446786,24.40,72.00,14
2021-08-29 23:49:41.445369,24.40,72.00,14
2021-08-29 23:49:46.446574,24.40,72.00,14
2021-08-29 23:49:51.448054,24.40,71.70,14
2021-08-29 23:49:56.445357,24.36,71.00,14
2021-08-29 23:50:01.446682,24.39,71.00,14
2021-08-29 23:50:06.444362,24.30,71.00,14
2021-08-29 23:50:16.446644,24.30,71.00,14
2021-08-29 23:50:21.448117,24.20,71.00,14
2021-08-29 23:50:26.445420,24.20,71.00,14
2021-08-29 23:50:31.446589,24.20,71.00,14
2021-08-29 23:50:36.448075,24.20,71.00,14
2021-08-29 23:50:41.445448,24.20,71.00,14
2021-08-29 23:50:46.446860,24.17,71.00,14
2021-08-29 23:50:51.444155,24.10,71.00,14
2021-08-29 23:50:56.445748,24.03,71.00,14
2021-08-29 23:51:01.447355,24.00,71.00,14
2021-08-29 23:51:06.444738,24.00,71.00,14
2021-08-29 23:51:11.446806,24.00,71.00,14
2021-08-29 23:51:16.448198,23.90,71.00,14
2021-08-29 23:51:21.445359,23.90,71.00,14
2021-08-29 23:51:26.446789,23.90,71.00,14
2021-08-29 23:51:31.448253,23.90,71.00,14
2021-08-29 23:51:36.445566,23.84,71.00,14
2021-08-29 23:51:41.447044,23.80,71.00,14
2021-08-29 23:51:46.448270,23.80,71.00,14
2021-08-29 23:51:51.445575,23.80,71.00,14
2021-08-29 23:51:56.447032,23.78,71.00,14
2021-08-29 23:52:01.444347,23.70,71.00,14
2021-08-29 23:52:06.446773,23.70,71.00,14
2021-08-29 23:52:11.448074,23.70,71.00,14
2021-08-29 23:52:16.449309,23.70,72.00,14
2021-08-29 23:52:21.446610,23.63,72.00,14
2021-08-29 23:52:26.447834,23.60,72.00,14
2021-08-29 23:52:31.445220,23.60,72.00,14
2021-08-29 23:52:36.446369,23.60,72.00,14
2021-08-29 23:52:41.447855,23.60,72.00,14
2021-08-29 23:52:46.450340,23.50,72.00,14
2021-08-29 23:52:51.447636,23.50,72.00,14
2021-08-29 23:52:56.449090,23.47,72.00,14
2021-08-29 23:53:01.446385,23.50,72.00,14
2021-08-29 23:53:06.447656,23.40,72.00,14
2021-08-29 23:53:11.449112,23.40,72.00,14
2021-08-29 23:53:16.446438,23.40,72.00,14
2021-08-29 23:53:21.447575,23.38,72.20,14
2021-08-29 23:53:26.449051,23.40,73.00,14
2021-08-29 23:53:31.446423,23.33,73.00,14
2021-08-29 23:53:36.447661,23.30,73.00,14
2021-08-29 23:53:41.449139,23.30,73.00,14
2021-08-29 23:53:46.446464,23.30,73.00,14
2021-08-29 23:53:51.448919,23.30,73.00,14
2021-08-29 23:53:56.450086,23.20,73.00,14
2021-08-29 23:54:01.447451,23.20,73.00,14
2021-08-29 23:54:06.448916,23.20,73.00,15
2021-08-29 23:54:11.450040,23.20,73.00,14
2021-08-29 23:54:16.447330,23.20,73.00,14
2021-08-29 23:54:21.448804,23.20,73.00,14
2021-08-29 23:54:26.450062,23.20,73.00,14
2021-08-29 23:54:31.447489,23.10,73.00,14
2021-08-29 23:54:36.449070,23.10,73.00,14
2021-08-29 23:54:46.448877,23.10,74.00,14
2021-08-29 23:54:51.448924,23.10,74.00,14
2021-08-29 23:54:56.451543,23.04,74.00,14
2021-08-29 23:55:01.448818,23.00,74.00,14
2021-08-29 23:55:06.450382,23.00,74.00,14
2021-08-29 23:55:11.447632,22.90,74.00,14
2021-08-29 23:55:16.448819,22.90,74.00,14
2021-08-29 23:55:21.450120,22.90,74.00,14
2021-08-29 23:55:26.447452,22.90,74.00,14
2021-08-29 23:55:31.448685,22.90,74.00,14
2021-08-29 23:55:36.450164,22.85,74.00,15
2021-08-29 23:55:41.447471,22.80,74.00,14
2021-08-29 23:55:46.449925,22.80,75.00,14
2021-08-29 23:55:51.451461,22.80,75.00,14
2021-08-29 23:55:56.448734,22.80,75.00,14
2021-08-29 23:56:01.449937,22.80,75.00,15
2021-08-29 23:56:06.451473,22.74,75.00,14
2021-08-29 23:56:11.448862,22.70,75.00,14
2021-08-29 23:56:16.450333,22.76,75.00,15
2021-08-29 23:56:21.451612,22.70,75.60,14
2021-08-29 23:56:26.448855,22.70,76.00,14
2021-08-29 23:56:31.450325,22.70,76.00,14
2021-08-29 23:56:36.447784,22.70,76.00,14
2021-08-29 23:56:41.449020,22.70,76.00,14
2021-08-29 23:56:46.450474,22.70,76.00,14
2021-08-29 23:56:51.447810,22.70,75.30,14
2021-08-29 23:56:56.449034,22.60,76.00,14
2021-08-29 23:57:01.450324,22.60,76.00,14
2021-08-29 23:57:06.449070,22.60,76.00,14
2021-08-29 23:57:11.450308,22.60,76.00,14
2021-08-29 23:57:16.451791,22.60,76.00,14
2021-08-29 23:57:21.449090,22.60,76.00,14
2021-08-29 23:57:26.450429,22.50,76.00,14
2021-08-29 23:57:31.451935,22.50,76.00,14
2021-08-29 23:57:36.453345,22.51,76.00,14
2021-08-29 23:57:41.450473,22.50,76.00,15
2021-08-29 23:57:46.452074,22.50,76.00,14
2021-08-29 23:57:51.449382,22.50,76.00,14
2021-08-29 23:57:56.450841,22.50,76.00,14
2021-08-29 23:58:01.448134,22.50,76.00,14
2021-08-29 23:58:06.449374,22.40,76.90,14
2021-08-29 23:58:11.450632,22.40,77.00,14
2021-08-29 23:58:16.452116,22.40,77.00,14
2021-08-29 23:58:21.450673,22.38,77.00,15
2021-08-29 23:58:26.451940,22.35,77.00,14
2021-08-29 23:58:31.453433,22.40,77.00,14
2021-08-29 23:58:36.454614,22.40,77.00,14
2021-08-29 23:58:41.451959,22.40,77.00,14
2021-08-29 23:58:46.453442,22.30,77.00,14
2021-08-29 23:58:51.450708,22.30,77.00,15
2021-08-29 23:58:56.451978,22.30,77.00,14
2021-08-29 23:59:01.453471,22.30,77.00,14
2021-08-29 23:59:06.450727,22.30,77.00,14
2021-08-29 23:59:11.451973,22.30,77.00,15
2021-08-29 23:59:16.453462,22.30,77.00,14
2021-08-29 23:59:21.450747,22.30,77.00,15
2021-08-29 23:59:26.453421,22.30,77.00,14
2021-08-29 23:59:31.449637,22.20,77.80,14
2021-08-29 23:59:36.452039,22.20,78.00,14
2021-08-29 23:59:41.453532,22.20,78.00,15
2021-08-29 23:59:46.450754,22.20,78.00,14
2021-08-29 23:59:51.452023,22.20,78.00,15
2021-08-29 23:59:56.453644,22.20,78.00,14
